pmb-id;HBAS-uri
2292;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb2292
15;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb15
31091;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb31091
11201;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb11201
30233;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30233
30279;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30279
30615;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30615
3004;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb3004
3612;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb3612
4801;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb4801
20077;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb20077
4798;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb4798
943;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb943
24838;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb24838
31185;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb31185
30003;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30003
30185;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30185
29903;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb29903
30001;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30001
29907;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb29907
9;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb9
12504;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb12504
30715;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30715
29913;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb29913
30093;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30093
30021;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30021
30007;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb30007
33;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb33
3849;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb3849
3397;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb3397
2553;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb2553
32690;https://bahrschnitzler.acdh.oeaw.ac.at/entity/pmb32690
