"alteNr","pmb"
"A002572",27833
"A002574",27836
"A002590",27839
"A002601",27840
"A002604",27843
"A002613",27845
"A002614",27849
"A002624",27853
"A002629",27855
"A002630",27856
"A002631",27859
"A002635",27862
"A002639",27866
"A002665",27870
"A002668",27873
"A002672",27875
"A002673",27878
"A002674",27880
"A002675",27882
"A002676",27886
"A002678",27890
"A002691",27902
"A002704",27903
"A002705",27907
"A002719",27910
"A002739",27921
"A002741",27925
"A002742",27929
"A002744",27932
"A002752",27933
"A002756",27936
"A002761",27939
"A002762",27940
"A002765",27941
"A002786",27942
"A002792",27945
"A002807",27946
"A002808",27950
"A002819",27954
"A002843",27955
"A002848",27956
"A002852",27957
"A002859",27958
"A002860",27961
"A002863",27965
"A002867",27966
"A002896",27967
"A002897",27970
"A002899",27973
"A002901",27976
"A002915",27980
"A002917",27983
"A002928",27987
"A002929",27990
"A002936",27993
"A002945",27995
"A002946",27999
"A002977",28000
"A002981",28001
"A002990",28004
"A002994",28005
"A002995",28009
"A003006",28012
"A003008",28016
"A003036",28020
"A003049",28021
"A003052",28022
"A003071",28026
"A003077",28031
"A003078",28032
"A003083",28033
"A003085",28036
"A003090",28037
"A003091",28040
"A003098",28043
"A003101",28047
"A003125",28051
"A003126",28054
"A003127",28058
"A003131",28061
"A003136",28062
"A003137",28065
"A003139",28067
"A003152",28071
"A003156",28074
"A003178",28075
"A003179",28076
"A003184",28077
"A003189",28080
"A003191",28084
"A003196",28091
"A003202",28092
"A003204",28097
"A003205",28100
"A003207",28104
"A003210",28107
"A003212",28111
"A003213",28114
"A003222",28117
"A003226",28121
"A003227",28124
"A003229",28127
"A003230",28129
"A003232",28133
"A003234",28138
"A003237",28139
"A003238",28140
"A003239",28141
"A003240",28142
"A003242",28145
"A003245",28148
"A003257",28151
"A003259",28152
"A003260",28155
"A003262",28156
"A003265",28159
"A003268",28160
"A003269",28162
"A003270",28164
"A003271",28166
"A003272",28169
"A003273",28172
"A003274",28176
"A003277",28177
"A003279",28180
"A003283",28184
"A003284",28185
"A003285",28189
"A003286",28190
"A003289",28193
"A003290",28194
"A003293",28197
"A003294",28201
"A003295",28202
"A003297",28203
"A003298",28204
"A003299",28205
"A003301",28208
"A003304",28209
"A003305",28212
"A003311",28213
"A003316",28217
"A003317",28219
"A003319",28223
"A003321",28225
"A003322",28226
"A003329",28228
"A003332",28231
"A003333",28234
"A003334",28238
"A003347",28241
"A003348",28242
"A003351",28246
"A003352",28247
"A003362",28251
"A003382",28256
"A003391",28259
"A003393",28261
"A003394",28262
"A003398",28266
"A003402",28270
"A003407",28271
"A003410",28275
"A003431",28278
"A003433",28279
"A003434",28283
"A003439",28285
"A003450",28288
"A003451",28291
"A003455",28293
"A003461",28296
"A003463",28299
"A003466",28301
"A003467",28302
"A003469",28303
"A003472",28304
"A003473",28307
"A003474",28310
"A003478",28313
"A003479",28314
"A003482",28317
"A003483",28321
"A003485",28326
"A003486",28327
"A003502",28332
"A003512",28333
"A003514",28335
"A003522",28336
"A003533",28340
"A003536",28344
"A003573",28346
"A003576",28347
"A003579",28352
"A003582",28355
"A003584",28356
"A003590",28359
"A003597",28362
"A003599",28366
"A003620",28369
"A003625",28370
"A003648",28375
"A003650",28378
"A003653",28379
"A003654",28381
"A003663",28384
"A003690",28387
"A003693",28389
"A003694",28392
"A003695",28394
"A003696",28397
"A003698",28400
"A003700",28401
"A003708",28403
"A003709",28406
"A003710",28407
"A003711",28408
"A003712",28410
"A003713",28413
"A003715",28414
"A003720",28417
"A003721",28420
"A003724",28421
"A003729",28422
"A003730",28426
"A003731",28430
"A003736",28433
"A003737",28437
"A003740",28440
"A003742",28443
"A003743",28446
"A003749",28448
"A003750",28452
"A003751",28457
"A003753",28459
"A003760",28462
"A003763",28465
"A003770",28466
"A003772",28467
"A003775",28470
"A003776",28473
"A003780",28476
"A003783",28479
"A003785",28482
"A003786",28485
"A003788",28487
"A003790",28489
"A003791",28490
"A003795",28491
"A003798",28492
"A003799",28493
"A003804",28495
"A003805",28498
"A003808",28499
"A003809",28500
"A003811",28501
"A003815",28505
"A003816",28506
"A003817",28508
"A003819",28511
"A003821",28512
"A003822",28513
"A003828",28514
"A003831",28517
"A003839",28518
"A003844",28523
"A003845",28526
"A003849",28529
"A003851",28530
"A003854",28533
"A003855",28535
"A003856",28536
"A003868",28539
"A003874",28543
"A003875",28546
"A003877",28549
"A003896",28552
"A003898",28556
"A003903",28560
"A003916",28564
"A003921",28565
"A003927",28568
"A003928",28572
"A003932",28574
"A003961",28585
"A003965",28589
"A003977",28590
"A003983",28591
"A004322",28592
"A003985",28593
"A003988",28595
"A003993",28598
"A003995",28601
"A003996",28603
"A004000",28604
"A004003",28606
"A004009",28609
"A004012",28613
"A004013",28615
"A004014",28618
"A004029",28622
"A004034",28625
"A004037",28628
"A004038",28629
"A004040",28630
"A004041",28631
"A004042",28632
"A004043",28633
"A004044",28634
"A004051",28635
"A004052",28639
"A004056",28643
"A004058",28645
"A004060",28648
"A004061",28649
"A004065",28653
"A004074",28656
"A004075",28658
"A004076",28662
"A004078",28664
"A004079",28667
"A004095",28671
"A004096",28674
"A004104",28677
"A004105",28678
"A004108",28679
"A004109",28680
"A004110",28681
"A004116",28682
"A004122",28684
"A004124",28685
"A004125",28687
"A004126",28688
"A004127",28692
"A004130",28697
"A004132",28700
"A004133",28703
"A004134",28707
"A004136",28708
"A004138",28711
"A004141",28715
"A004149",28719
"A004151",28724
"A004152",28727
"A004153",28729
"A004154",28731
"A004160",28732
"A004161",28735
"A004163",28739
"A004164",28741
"A004165",28743
"A004167",28746
"A004173",28747
"A004175",28750
"A004178",28751
"A004179",28753
"A004182",28756
"A004185",28757
"A004186",28760
"A004188",28762
"A004190",28765
"A004191",28768
"A004192",28771
"A004193",28772
"A004194",28775
"A004195",28776
"A004196",28777
"A004201",28780
"A004208",28781
"A004213",28783
"A004218",28784
"A004219",28785
"A004222",28786
"A004224",28787
"A004228",28788
"A004230",28792
"A004231",28795
"A004234",28798
"A004236",28802
"A004237",28805
"A004240",28808
"A004249",28812
"A004253",28815
"A004259",28816
"A004260",28817
"A004264",28820
"A004268",28823
"A004270",28827
"A004277",28830
"A004284",28833
"A004286",28834
"A004289",28835
"A004293",28838
"A004295",28839
"A004297",28842
"A004301",28846
"A004305",28849
"A004306",28851
"A004323",28852
"A004324",28855
"A004333",28859
"A004334",28861
"A004335",28864
"A004343",28867
"A004345",28871
"A004347",28874
"A004350",28878
"A004352",28879
"A004355",28883
"A004356",28887
"A004366",28891
"A004367",28892
"A004388",28893
"A004397",28894
"A004400",28897
"A004401",28901
"A004404",28902
"A004406",28904
"A004409",28907
"A004413",28911
"A004415",28912
"A004422",28916
"A004423",28917
"A004424",28919
"A004427",28923
"A004436",28925
"A004440",28927
"A004446",28929
"A004450",28930
"A004451",28934
"A004452",28938
"A004456",28941
"A004461",28942
"A004466",28943
"A004471",28946
"A004950",28947
"A004472",28948
"A004473",28950
"A004474",28952
"A004478",28953
"A004480",28955
"A004486",28958
"A004488",28959
"A004489",28961
"A004492",28964
"A004493",28967
"A004494",28968
"A004495",28971
"A004496",28972
"A004497",28974
"A004499",28975
"A004514",28982
"A004515",28987
"A004521",28991
"A004522",28992
"A004523",28993
"A004526",28998
"A004528",28999
"A004529",29000
"A004531",29001
"A004532",29006
"A004533",29010
"A004536",29012
"A004543",29015
"A004544",29018
"A004547",29020
"A004553",29023
"A004560",29025
"A004563",29026
"A004571",29030
"A004572",29035
"A004579",29038
"A004582",29039
"A004591",29041
"A004607",29042
"A004608",29046
"A004613",29050
"A004617",29053
"A004618",29057
"A004619",29060
"A004620",29063
"A004622",29066
"A004633",29069
"A004636",29072
"A004642",29074
"A004646",29075
"A004651",29080
"A004653",29083
"A004667",29084
"A004672",29085
"A004674",29090
"A004681",29091
"A004682",29094
"A004684",29096
"A004712",29099
"A004713",29100
"A004714",29101
"A004723",29102
"A004726",29105
"A004727",29106
"A004733",29107
"A004737",29110
"A004739",29111
"A004747",29113
"A004748",29117
"A004749",29120
"A004753",29121
"A004754",29122
"A004755",29123
"A004756",29124
"A004757",29126
"A004760",29127
"A004761",29130
"A004762",29131
"A004763",29133
"A004788",29134
"A004792",29137
"A004804",29138
"A004806",29139
"A004807",29140
"A004809",29141
"A004816",29145
"A004818",29149
"A004825",29150
"A004827",29153
"A004829",29155
"A004837",29157
"A004842",29159
"A004850",29160
"A004851",29163
"A004852",29164
"A004875",29165
"A004876",29168
"A004894",29173
"A004895",29176
"A004899",29179
"A004904",29182
"A004906",29183
"A004914",29184
"A004918",29185
"A004929",29188
"A004933",29189
"A004940",29192
"A004952",29193
"A080000",29194
"A080001",29196
"A080002",29197
"A080003",29199
"A080004",29200
"A080005",29201
"A080006",29203
"A080007",29204
"A080008",29205
"A080009",29206
"A080010",29207
"A080011",29209
"A080012",29210
"A080013",29211
"A080014",29212
"A080015",29213
"A080016",29215
"A080017",29216
"A080018",29217
"A080019",29218
"A080020",29219
"A080021",29220
"A080022",29221
"A080023",29223
"A080024",29224
"A080025",29226
"A080026",29227
"A080027",29230
"A080028",29232
"A080029",29234
"A080030",29236
"A080031",29237
"A080032",29239
"A080033",29240
"A080034",29242
"A080035",29243
"A080036",29244
"A080037",29246
"A080038",29248
"A080039",29250
"A080040",29252
"A080041",29253
"A080042",29255
"A080043",29257
"A080044",29259
"A080045",29261
"A080046",29262
"A080047",29263
"A080048",29265
"A080049",29267
"A080050",29268
"A080051",29270
"A080052",29272
"A080053",29274
"A080054",29275
"A080055",29277
"A080056",29279
"A080057",29281
"A080058",29283
"A080059",29286
"A080060",29288
"A080061",29290
"A080062",29292
"A080063",29293
"A080064",29294
"A080065",29296
"A080066",29297
"A080067",29298
"A080068",29300
"A080069",29301
"A080070",29302
"A080071",29304
"A080072",29306
"A080073",29308
"A080074",29309
"A080075",29310
"A080076",29312
"A080077",29314
"A080078",29316
"A080079",29318
"A080080",29320
"A080081",29322
"A080082",29324
"A080083",29326
"A080084",29328
"A080085",29329
"A080086",29331
"A080087",29333
"A080088",29336
"A080089",29337
"A080090",29338
"A080091",29340
"A080092",29341
"A080093",29342
"A080094",29343
"A080095",29344
"A080096",29346
"A080097",29348
"A080098",29349
"A080099",29351
"A080100",29353
"A080101",29355
"A080102",29357
"A080103",29360
"A080104",29361
"A080105",29362
"A080106",29364
"A080107",29365
"A080108",29366
"A080109",29367
"A080110",29368
"A080111",29369
"A080112",29370
"A080113",29371
"A080114",29372
"A080115",29374
"A080116",29375
"A080117",29376
"A080118",29377
"A080119",29378
"A080120",29380
"A080121",29382
"A080122",29383
"A080123",29384
"A080124",29385
"A080125",29387
"A080126",29388
"A080127",29390
"A080128",29391
"A080129",29392
"A080130",29394
"A080131",29395
"A080132",29396
"A080133",29397
"A080134",29398
"A080135",29399
"A080136",29400
"A080137",29401
"A080138",29402
"A080139",29404
"A080140",29405
"A080141",29406
"A080142",29408
"A080143",29409
"A080144",29410
"A080145",29411
"A080146",29412
"A080147",29413
"A080148",29414
"A080149",29416
"A080150",29417
"A080151",29418
"A080152",29419
"A080153",29421
"A080154",29423
"A080155",29424
"A080156",29426
"A080157",29427
"A080158",29429
"A080159",29431
"A080160",29432
"A080161",29433
"A080162",29434
"A080163",29436
"A080164",29437
"A080165",29438
"A080166",29439
"A080167",29440
"A080168",29441
"A080169",29442
"A080170",29444
"A080171",29445
"A080172",29448
"A080173",29449
"A080174",29450
"A080175",29451
"A080176",29453
"A080177",29455
"A080178",29457
"A080179",29458
"A080180",29459
"A080181",29460
"A080182",29461
"A080183",29464
"A080184",29465
"A080185",29466
"A080186",29468
"A080187",29470
"A080188",29472
"A080189",29473
"A080190",29475
"A080191",29476
"A080192",29477
"A080193",29479
"A080194",29481
"A080195",29482
"A080196",29484
"A080197",29486
"A080198",29487
"A080199",29488
"A080200",29490
"A080201",29491
"A080202",29493
"A080203",29494
"A080204",29496
"A080205",29497
"A080206",29499
"A080207",29501
"A080208",29503
"A080209",29504
"A080210",29506
"A080211",29508
"A080212",29509
"A080213",29510
"A080214",29513
"A080215",29514
"A080216",29515
"A080217",29517
"A080218",29519
"A080219",29521
"A080220",29522
"A080221",29523
"A080222",29524
"A080223",29525
"A080224",29526
"A080225",29528
"A080226",29530
"A080227",29532
"A080228",29534
"A080229",29536
"A080230",29538
"A080231",29541
"A080232",29543
"A080233",29545
"A080234",29547
"A080235",29549
"A080236",29551
"A080237",29552
"A080238",29553
"A080240",29557
"A080241",29558
"A080242",29560
"A080243",29561
"A080244",29563
"A080245",29565
"A080246",29566
"A080247",29567
"A080248",29568
"A080249",29569
"A080250",29571
"A080251",29572
"A080252",29573
"A080253",29574
"A080254",29576
"A080255",29578
"A080256",29580
"A080257",29582
"A080258",29583
"A080259",29584
"A080260",29585
"A080261",29586
"A080262",29587
"A080263",29589
"A080264",29590
"A080265",29591
"A080266",29593
"A080267",29594
"A080268",29595
"A080269",29596
"A080270",29598
"A080271",29600
"A080272",29602
"A080273",29605
"A080274",29608
"A080275",29610
"A080276",29612
"A080277",29614
"A080278",29616
"A080279",29619
"A080280",29620
"A080295",29621
"A080305",29622
"A080312",29624
"A080315",29625
"A080322",29626
"A080325",29628
"A080353",29630
"A080360",29631
"A080390",29632
"A080405",29633
"A080408",29634
"A080415",29636
"A080427",29637
"A080434",29639
"A080444",29640
"A080457",29643
"A080477",29644
"A080486",29646
"A080519",29648
"A080528",29649
"A080538",29650
"A080563",29652
"A080564",29653
"A080566",29654
"A080598",29655
"A080600",29656
"A080601",29658
"A080604",29660
"A080611",29661
"A080664",29662
"A080677",29663
"A080680",29664
"A080682",29666
"A080687",29667
"A080690",29670
"A080727",29672
"A080729",29674
"A080733",29675
"A080734",29677
"A080735",29679
"A080758",29681
"A080761",29682
"A080762",29684
"A080763",29686
"A080764",29688
"A080793",29690
"A080794",29691
"A080799",29693
"A080822",29694
"A080862",29695
"A080886",29696
"A080889",29697
"A080892",29698
"A080893",29699
"A080894",29700
"A080930",29701
"A080931",29702
"A080939",29704
"A080940",29705
"A080948",29706
"A080963",29708
"A080966",29709
"A080983",29710
"A080999",29711
"A081001",29712
"A081007",29714
"A081019",29715
"A081026",29716
"A081043",29717
"A081044",29719
"A081045",29720
"A081046",29722
"A081048",29724
"A081050",29725
"A081051",29728
"A081052",29730
"A081056",29732
"A081064",29734
"A081071",29736
"A081081",29738
"A081097",29739
"A081098",29740
"A081099",29741
"A081100",29742
"A081111",29743
"A081112",29744
"A081114",29745
"A081115",29746
"A081116",29747
"A081119",29748
"A081122",29749
"A081149",29750
"A081183",29751
"A081188",29752
"A081189",29754
"A081192",29756
"A081205",29757
"A081206",29758
"A081211",29759
"A081217",29760
"A081221",29761
"A081222",29763
"A081223",29764
"A081224",29765
"A081227",29767
"A081229",29769
"A081230",29770
"A081234",29771
"A081235",29772
"A081245",29774
"A081246",29776
"A081247",29778
"A081249",29779
"A081250",29781
"A081251",29783
"A081254",29786
"A081273",29788
"A081277",29790
"A081278",29791
"A081280",29792
"A081281",29794
"A081283",29796
"A081284",29798
"A081297",29800
"A081299",29801
"A081304",29803
"A081305",29805
"A081307",29807
"A081308",29808
"A081310",29809
"A081311",29811
"A081312",29813
"A081313",29815
"A081315",29816
"A081324",29818
"A020000",29819
"A020001",29821
"A020002",29823
"A020003",29825
"A020004",29827
"A020005",29829
"A020006",29831
"A020007",29833
"A020008",29835
"A020009",29837
"A020010",29839
"A020011",29841
"A020012",29843
"A020013",29845
"A020014",29847
"A020015",29849
"A020016",29851
"A020017",29853
"A020018",29855
"A020019",29857
"A020020",29859
"A020021",29861
"A020022",29863
"A020023",29865
"A020024",29867
"A020025",29869
"A020026",29871
"A020027",29873
"A020028",29875
"A020029",29877
"A020030",29879
"A020031",29881
"A020032",29883
"A020033",29885
"A020034",29887
"A020035",29889
"A020036",29891
"A020037",29893
"A020038",29895
"A020039",29897
"A020040",29899
"A020041",29901
"A020042",29903
"A020043",29905
"A020044",29907
"A020045",29909
"A020046",29911
"A020047",29913
"A020048",29915
"A020049",29917
"A020050",29919
"A020051",29921
"A020052",29923
"A020053",29925
"A020054",29927
"A020055",29929
"A020056",29931
"A020057",29933
"A020058",29935
"A020059",29937
"A020060",29939
"A020061",29941
"A020062",29943
"A020063",29945
"A020064",29947
"A020065",29949
"A020066",29951
"A020067",29953
"A020068",29955
"A020069",29957
"A020070",29959
"A020071",29961
"A020072",29963
"A020073",29965
"A020074",29967
"A020075",29969
"A020076",29971
"A020077",29973
"A020078",29975
"A020079",29977
"A020080",29979
"A020081",29981
"A020082",29983
"A020083",29985
"A020084",29987
"A020085",29989
"A020086",29991
"A020087",29993
"A020088",29995
"A020089",29997
"A020090",29999
"A020091",30001
"A020092",30003
"A020093",30005
"A020094",30007
"A020095",30009
"A020096",30011
"A020097",30013
"A020098",30015
"A020099",30017
"A020100",30019
"A020101",30021
"A020102",30023
"A020103",30025
"A020104",30027
"A020105",30029
"A020106",30031
"A020107",30033
"A020108",30035
"A020109",30037
"A020110",30039
"A020111",30041
"A020112",30043
"A020113",30045
"A020114",30047
"A020115",30049
"A020116",30051
"A020117",30053
"A020118",30055
"A020119",30057
"A020120",30059
"A020121",30061
"A020122",30063
"A020123",30065
"A020124",30067
"A020125",30069
"A020126",30071
"A020127",30073
"A020128",30075
"A020129",30077
"A020130",30079
"A020131",30081
"A020132",30083
"A020133",30085
"A020134",30087
"A020135",30089
"A020136",30091
"A020137",30093
"A020138",30095
"A020139",30097
"A020140",30099
"A020141",30101
"A020142",30103
"A020143",30105
"A020144",30107
"A020145",30109
"A020146",30111
"A020147",30113
"A020148",30115
"A020149",30117
"A020150",30119
"A020151",30121
"A020152",30123
"A020153",30125
"A020154",30127
"A020155",30129
"A020156",30131
"A020157",30133
"A020158",30135
"A020159",30137
"A020160",30139
"A020161",30141
"A020162",30143
"A020163",30145
"A020164",30147
"A020165",30149
"A020166",30151
"A020167",30153
"A020168",30155
"A020169",30157
"A020170",30159
"A020171",30161
"A020172",30163
"A020173",30165
"A020174",30167
"A020175",30169
"A020176",30171
"A020177",30173
"A020178",30175
"A020179",30177
"A020180",30179
"A020181",30181
"A020182",30183
"A020183",30185
"A020184",30187
"A020185",30189
"A020186",30191
"A020187",30193
"A020188",30195
"A020189",30197
"A020190",30199
"A020191",30201
"A020192",30203
"A020193",30205
"A020194",30207
"A020195",30209
"A020196",30211
"A020197",30213
"A020198",30215
"A020199",30217
"A020200",30219
"A020201",30221
"A020202",30223
"A020203",30225
"A020204",30227
"A020205",30229
"A020206",30231
"A020207",30233
"A020208",30235
"A020209",30237
"A020210",30239
"A020211",30241
"A020212",30243
"A020213",30245
"A020214",30247
"A020215",30249
"A020216",30251
"A020217",30253
"A020218",30255
"A020219",30257
"A020220",30259
"A020221",30261
"A020222",30263
"A020223",30265
"A020224",30267
"A020225",30269
"A020226",30271
"A020227",30273
"A020228",30275
"A020229",30277
"A020230",30279
"A020231",30281
"A020232",30283
"A020233",30285
"A020234",30287
"A020235",30289
"A020236",30291
"A020238",30295
"A020239",30297
"A020240",30299
"A020241",30301
"A020242",30303
"A020243",30305
"A020244",30307
"A020245",30309
"A020246",30311
"A020247",30313
"A020248",30315
"A020249",30317
"A020250",30319
"A020251",30321
"A020252",30323
"A020253",30325
"A020254",30327
"A020255",30329
"A020256",30331
"A020257",30333
"A020258",30335
"A020259",30337
"A020260",30339
"A020261",30341
"A020262",30343
"A020263",30345
"A020264",30347
"A020265",30349
"A020266",30351
"A020267",30353
"A020268",30355
"A020269",30357
"A020270",30359
"A020271",30361
"A020272",30363
"A020273",30365
"A020274",30367
"A020275",30369
"A020276",30371
"A020277",30373
"A020278",30375
"A020279",30377
"A020280",30379
"A020282",30383
"A020283",30385
"A020284",30387
"A020285",30389
"A020286",30391
"A020287",30393
"A020288",30395
"A020289",30397
"A020290",30399
"A020291",30401
"A020292",30403
"A020293",30405
"A020294",30407
"A020295",30409
"A020296",30411
"A020297",30413
"A020298",30415
"A020299",30417
"A020300",30419
"A020301",30421
"A020302",30423
"A020303",30425
"A020304",30427
"A020305",30429
"A020306",30431
"A020307",30433
"A020308",30435
"A020309",30437
"A020310",30439
"A020311",30441
"A020312",30443
"A020313",30445
"A020314",30447
"A020315",30449
"A020316",30451
"A020317",30453
"A020318",30455
"A020319",30457
"A020320",30459
"A020321",30461
"A020322",30463
"A020323",30465
"A020324",30467
"A020325",30469
"A020326",30470
"A020327",30472
"A020328",30474
"A020329",30476
"A020330",30478
"A020331",30480
"A020332",30482
"A020333",30484
"A020334",30486
"A020335",30488
"A020337",30591
"A020338",30593
"A020339",30595
"A020340",30597
"A020341",30599
"A020342",30601
"A020343",30603
"A020344",30605
"A020345",30607
"A020346",30609
"A020347",30611
"A020348",30613
"A020349",30615
"A020350",30617
"A020351",30619
"A020352",30621
"A020353",30623
"A020354",30625
"A020355",30627
"A020356",30629
"A020357",30631
"A020358",30633
"A020359",30635
"A020360",30637
"A020361",30639
"A020362",30641
"A020363",30643
"A020364",30645
"A020365",30647
"A020366",30649
"A020367",30651
"A020368",30653
"A020369",30655
"A020370",30657
"A020371",30659
"A020372",30661
"A020373",30663
"A020374",30665
"A020375",30667
"A020376",30669
"A020377",30671
"A020378",30673
"A020379",30675
"A020380",30677
"A020381",30679
"A020382",30681
"A020383",30683
"A020384",30685
"A020385",30687
"A020386",30689
"A020387",30691
"A020388",30693
"A020389",30695
"A020390",30697
"A020391",30699
"A020392",30701
"A020393",30703
"A020394",30705
"A020395",30707
"A020396",30709
"A020397",30711
"A020398",30713
"A020399",30715
"A020400",30717
"A020401",30719
"A020402",30721
"A020403",30723
"A020404",30725
"A020405",30727
"A020406",30729
"A020407",30731
"A020408",30733
"A020409",30735
"A020410",30737
"A020411",30739
"A020412",30741
"A020413",30743
"A020414",30745
"A020415",30747
"A020416",30749
"A020417",30751
"A020418",30753
"A020419",30755
"A020420",30757
"A020421",30759
"A020422",30761
"A020423",30763
"A020424",30765
"A020425",30767
"A020426",30769
"A020427",30771
"A020428",30773
"A020429",30775
"A020430",30777
"A020431",30779
"A020432",30781
"A020433",30783
"A020434",30785
"A020435",30787
"A020436",30789
"A020437",30791
"A020438",30793
"A020439",30795
"A020440",30797
"A020441",30799
"A020442",30801
"A020443",30803
"A020444",30805
"A020445",30807
"A020446",30809
"A020447",30811
"A020448",30813
"A020449",30815
"A020450",30817
"A020451",30819
"A020452",30821
"A020453",30823
"A020454",30825
"A020455",30827
"A020456",30829
"A020457",30831
"A020458",30833
"A020459",30835
"A020460",30837
"A020461",30839
"A020462",30841
"A020463",30843
"A020464",30845
"A020465",30847
"A020466",30849
"A020467",30851
"A020468",30853
"A020469",30855
"A020470",30857
"A020471",30859
"A020472",30861
"A020473",30863
"A020474",30865
"A020475",30867
"A020476",30869
"A020477",30871
"A020478",30873
"A020479",30875
"A020480",30877
"A020481",30879
"A020482",30881
"A020483",30883
"A020484",30885
"A020485",30887
"A020486",30889
"A020487",30891
"A020488",30893
"A020489",30895
"A020490",30897
"A020491",30899
"A020492",30901
"A020493",30903
"A020494",30905
"A020495",30907
"A020496",30909
"A020497",30911
"A020498",30913
"A020499",30915
"A020500",30917
"A020501",30919
"A020502",30921
"A020503",30923
"A020504",30925
"A020505",30927
"A020506",30929
"A020507",30931
"A020508",30933
"A020509",30935
"A020510",30937
"A020511",30939
"A020512",30941
"A020513",30943
"A020514",30945
"A020515",30947
"A020516",30949
"A020517",30951
"A020518",30953
"A020519",30955
"A020520",30957
"A020521",30959
"A020522",30961
"A020523",30963
"A020524",30965
"A020525",30967
"A020526",30969
"A020527",30971
"A020528",30973
"A020529",30975
"A020530",30977
"A020531",30979
"A020532",30981
"A020533",30983
"A020534",30985
"A020535",30987
"A020536",30989
"A020537",30991
"A020538",30993
"A020539",30995
"A020540",30997
"A020541",30999
"A020542",31001
"A020543",31003
"A020544",31005
"A020545",31007
"A020546",31009
"A020547",31011
"A020548",31013
"A020549",31015
"A020550",31017
"A020551",31019
"A020552",31021
"A020553",31023
"A020554",31025
"A020555",31027
"A020556",31029
"A020557",31031
"A020558",31033
"A020559",31035
"A020560",31037
"A020561",31039
"A020562",31041
"A020563",31043
"A020564",31045
"A020565",31047
"A020566",31049
"A020567",31051
"A020568",31053
"A020569",31055
"A020570",31057
"A020571",31059
"A020572",31061
"A020573",31063
"A020574",31065
"A020575",31067
"A020576",31069
"A020577",31071
"A020578",31073
"A020579",31075
"A020580",31077
"A020581",31079
"A020582",31081
"A020583",31083
"A020584",31085
"A020585",31087
"A020586",31089
"A020587",31091
"A020588",31093
"A020589",31095
"A020590",31097
"A020591",31099
"A020592",31101
"A020593",31103
"A020595",31107
"A020596",31109
"A020597",31111
"A020598",31113
"A020599",31115
"A020600",31117
"A020601",31119
"A020602",31121
"A020603",31123
"A020604",31125
"A020605",31127
"A020606",31129
"A020607",31131
"A020608",31133
"A020609",31135
"A020610",31137
"A020611",31139
"A020612",31141
"A020613",31143
"A020614",31145
"A020615",31147
"A020616",31149
"A020619",31155
"A020620",31157
"A020621",31159
"A020622",31161
"A020623",31163
"A020624",31165
"A020625",31167
"A020626",31169
"A020627",31171
"A020628",31173
"A020629",31175
"A020630",31177
"A020631",31179
"A020632",31181
"A020633",31183
"A020634",31185
"A020635",31187
"A020636",31189
"A020637",31191
"A020638",31193
"A020639",31195
"A020640",31197
"A020641",31199
"A020642",31201
"A020643",31203
"A020644",31205
"A020645",31207
"A020646",31209
"A020647",31211
"A020648",31213
"A020649",31215
"A020650",31217
"A020651",31219
"A020652",31221
"A020653",31223
"A020654",31225
"A020655",31227
"A020656",31229
"A020657",31231
"A020658",31233
"A020659",31235
"A020660",31237
"A020661",31239
"A020662",31241
"A020663",31243
"A020664",31245
"A020665",31247
"A020666",31249
"A020667",31251
"A020668",31253
"A020669",31255
"A020670",31257
"A020671",31259
"A020672",31261
"A020673",31263
"A020674",31265
"A020675",31267
"A020676",31269
"A020677",31271
"A020678",31273
"A020679",31275
"A020680",31277
"A020681",31279
"A020682",31281
"A020683",31283
"A020684",31285
"A020685",31287
"A020686",31289
"A020687",31291
"A020688",31293
"A020689",31295
"A020690",31297
"A020691",31299
"A020692",31301
"A020693",31303
"A020694",31305
"A020695",31307
"A020696",31309
"A020697",31311
"A020699",31315
"A020700",31317
"A020701",31319
"A020702",31321
"A020703",31323
"A020704",31325
"A020705",31327
"A020706",31329
"A020707",31331
"A020708",31333
"A020709",31335
"A020710",31337
"A020711",31339
"A020712",31341
"A020713",31343
"A020714",31345
"A020720",31357
"A020721",31359
"A020722",31361
"A020723",31363
"A020724",31365
"A020725",31367
"A020726",31369
"A020727",31371
"A020728",31373
"A020729",31375
"A020730",31377
"A020731",31379
"A020732",31381
"A020733",31383
"A020734",31385
"A020735",31387
"A020736",31389
"A020737",31391
"A020738",31393
"A020739",31395
"A020740",31397
"A020741",31399
"A020742",31401
"A020743",31403
"A020744",31405
"A020745",31407
"A020747",31411
"A020748",31413
"A020749",31415
"A020750",31417
"A020751",31419
"A020752",31421
"A020753",31423
"A020754",31425
"A020755",31427
"A020756",31429
"A020757",31431
"A020758",31433
"A020759",31435
"A020761",31439
"A020762",31441
"A020763",31443
"A020764",31445
"A020765",31447
"A020766",31449
"A020767",31451
"A020768",31453
"A020769",31455
"A020770",31457
"A020771",31459
"A020772",31461
"A020773",31463
"A020774",31465
"A020775",31467
"A020776",31469
"A020777",31471
"A020778",31473
"A020779",31475
"A020780",31477
"A020781",31479
"A020782",31481
"A020783",31483
"A020784",31485
"A020785",31487
"A020786",31489
"A020787",31491
"A020788",31493
"A020789",31495
"A020790",31497
"A020791",31499
"A020792",31501
"A020793",31503
"A020794",31505
"A020795",31507
"A020796",31509
"A020797",31511
"A020798",31513
"A020799",31515
"A020800",31517
"A020801",31519
"A020802",31521
"A020804",31525
