"alteNr","pmb"
"A003829",4266
"A003832",4270
"A003834",4273
"A003835",4276
"A003836",4279
"A003837",4283
"A003838",4287
"A003840",4291
"A003843",4295
"A003848",4300
"A003857",4308
"A003860",4311
"A003861",4315
"A003862",4319
"A003864",4323
"A003865",4326
"A003866",4329
"A003869",4332
"A003870",4336
"A003871",4337
"A003872",4338
"A003876",4342
"A003883",4351
"A003885",4354
"A003890",4358
"A003893",4362
"A003897",4367
"A003899",4370
"A003902",4374
"A003904",4378
"A003908",4382
"A003909",4387
"A003913",4391
"A003914",4394
"A003915",4395
"A003919",4398
"A003920",4401
"A003925",4404
"A003926",4408
"A003934",4412
"A003938",4416
"A003939",4420
"A003954",4423
"A003955",4424
"A003963",4427
"A003966",4431
"A003969",4434
"A003971",4437
"A003972",4441
"A003978",4445
"A003984",4448
"A003986",4451
"A003987",4455
"A003992",4458
"A003994",4460
"A003997",4464
"A003998",4467
"A003999",4470
"A004002",4474
"A004004",4478
"A004010",4482
"A004011",4484
"A004016",4488
"A004018",4494
"A004019",4498
"A004022",4501
"A004024",4504
"A004025",4508
"A004026",4510
"A004028",4514
"A004030",4517
"A004031",4521
"A004033",4525
"A004035",4528
"A004046",4532
"A004047",4535
"A004049",4538
"A004050",4540
"A004053",4544
"A004054",4547
"A004055",4551
"A004063",4554
"A004066",4557
"A004067",4561
"A004069",4565
"A004070",4569
"A004071",4573
"A004077",4576
"A004080",4579
"A004082",4583
"A004083",4586
"A004084",4590
"A004085",4593
"A004086",4597
"A004088",4599
"A004089",4603
"A004092",4606
"A004094",4609
"A004099",4613
"A004100",4617
"A004102",4621
"A004103",4624
"A004112",4628
"A004131",4631
"A004135",4634
"A004137",4639
"A004139",4642
"A004140",4645
"A004142",4649
"A004147",4653
"A004148",4657
"A004150",4660
"A004155",4665
"A004156",4669
"A004157",4673
"A004158",4676
"A004162",4680
"A004166",4684
"A004172",4688
"A004174",4693
"A004180",4697
"A004181",4700
"A004184",4704
"A004187",4708
"A004189",4712
"A004197",4716
"A004199",4719
"A004203",4723
"A004204",4726
"A004206",4729
"A004209",4732
"A004211",4736
"A004214",4740
"A004215",4744
"A004216",4748
"A004220",4752
"A004221",4755
"A004225",4760
"A004226",4764
"A004227",4769
"A004229",4772
"A004233",4776
"A004235",4780
"A004242",4781
"A004243",4785
"A004244",4788
"A004248",4791
"A004252",4794
"A004255",4798
"A004261",4801
"A004262",4804
"A004265",4809
"A004271",4812
"A004273",4816
"A004279",4820
"A004287",4823
"A004291",4826
"A004302",4829
"A004303",4833
"A004304",4836
"A004309",4839
"A004310",4843
"A004312",4847
"A004317",4851
"A004319",4854
"A004321",4858
"A004325",4861
"A004326",4865
"A004327",4869
"A004328",4873
"A004331",4874
"A004337",4879
"A004339",4884
"A004340",4887
"A004341",4890
"A004342",4893
"A004344",4896
"A004348",4900
"A004349",4903
"A004351",4907
"A004353",4911
"A004354",4915
"A004357",4918
"A004358",4922
"A004360",4924
"A004361",4927
"A004363",4930
"A004364",4934
"A004365",4937
"A004369",4941
"A004389",4944
"A004390",4947
"A004392",4950
"A004393",4953
"A004396",4954
"A004402",4958
"A004403",4961
"A004405",4965
"A004408",4968
"A004412",4971
"A004416",4974
"A004417",4978
"A004418",4980
"A004419",4983
"A004420",4986
"A004426",4989
"A004429",4992
"A004431",4996
"A004432",5000
"A004434",5003
"A004435",5007
"A004437",5012
"A004438",5016
"A004439",5021
"A004442",5024
"A004443",5027
"A004444",5030
"A004445",5031
"A004447",5035
"A004448",5039
"A004453",5042
"A004454",5045
"A004455",5049
"A004458",5054
"A004459",5059
"A004460",5062
"A004463",5067
"A004464",5071
"A004476",5074
"A004477",5079
"A004491",5082
"A004500",5085
"A004506",5088
"A004509",5091
"A004511",5096
"A004520",5101
"A004524",5104
"A004525",5107
"A004530",5111
"A004535",5115
"A004539",5119
"A004541",5122
"A004545",5125
"A004548",5130
"A004549",5134
"A004550",5138
"A004554",5142
"A004556",5146
"A004557",5150
"A004559",5153
"A004561",5156
"A004562",5160
"A004564",5165
"A004565",5169
"A004568",5172
"A004569",5175
"A004570",5178
"A004576",5182
"A004577",5187
"A004581",5190
"A004587",5194
"A004588",5198
"A004590",5202
"A004593",5205
"A004595",5208
"A004596",5211
"A004599",5214
"A004602",5217
"A004603",5220
"A004606",5224
"A004609",5227
"A004610",5231
"A004612",5236
"A004621",5241
"A004625",5245
"A004627",5248
"A004628",5252
"A004629",5257
"A004630",5262
"A004631",5265
"A004643",5268
"A004649",5272
"A004650",5277
"A004652",5281
"A004656",5285
"A004658",5288
"A004659",5291
"A004664",5295
"A004666",5299
"A004668",5304
"A004670",5309
"A004671",5313
"A004673",5317
"A004675",5320
"A004676",5323
"A004677",5326
"A004678",5329
"A004679",5333
"A004680",5336
"A004683",5339
"A004685",5342
"A004687",5347
"A004689",5352
"A004694",5355
"A004695",5359
"A004696",5362
"A004697",5365
"A004700",5369
"A004701",5372
"A004702",5375
"A004704",5380
"A004706",5384
"A004707",5387
"A004709",5390
"A004710",5393
"A004711",5397
"A004716",5401
"A004717",5405
"A004718",5408
"A004719",5412
"A004720",5416
"A004721",5420
"A004722",5424
"A004724",5428
"A004725",5431
"A004728",5435
"A004729",5438
"A004730",5442
"A004732",5446
"A004734",5449
"A004735",5452
"A004736",5456
"A004738",5459
"A003551",5464
"A004741",5468
"A004742",5471
"A004743",5475
"A004744",5480
"A004745",5484
"A004746",5485
"A004750",5489
"A004751",5490
"A004752",5495
"A004767",5498
"A004768",5501
"A004769",5505
"A004772",5509
"A004773",5512
"A004774",5516
"A004775",5521
"A004778",5525
"A004779",5529
"A004781",5530
"A004782",5533
"A004783",5536
"A004784",5539
"A004785",5543
"A004786",5546
"A004787",5548
"A004789",5551
"A004790",5555
"A004791",5558
"A004793",5561
"A004795",5564
"A004796",5567
"A004797",5571
"A004798",5574
"A004799",5579
"A004800",5583
"A004801",5585
"A004803",5588
"A004805",5591
"A004808",5594
"A004810",5598
"A004811",5601
"A004812",5604
"A004814",5608
"A004815",5613
"A004817",5617
"A004822",5621
"A004823",5626
"A004824",5629
"A004826",5633
"A004828",5636
"A004830",5640
"A004832",5643
"A004833",5644
"A004835",5647
"A004839",5652
"A004841",5655
"A004844",5659
"A004845",5662
"A004846",5666
"A004847",5669
"A004848",5674
"A004853",5679
"A004854",5684
"A004856",5688
"A004857",5693
"A004858",5696
"A004859",5699
"A004860",5704
"A004861",5708
"A004863",5711
"A004864",5713
"A004865",5717
"A004866",5720
"A004867",5723
"A004868",5726
"A004869",5730
"A004870",5733
"A004871",5736
"A004872",5741
"A004873",5746
"A004874",5749
"A004877",5754
"A004878",5757
"A004879",5758
"A004880",5759
"A004881",5760
"A004882",5765
"A004883",5769
"A004884",5772
"A004889",5776
"A004890",5781
"A004891",5784
"A004893",5787
"A004896",5790
"A004897",5794
"A004898",5799
"A004900",5803
"A004901",5807
"A004902",5812
"A004903",5815
"A004905",5819
"A004908",5822
"A004911",5826
"A004915",5830
"A004917",5834
"A004922",5838
"A004923",5842
"A004925",5845
"A004926",5849
"A004927",5854
"A004928",5855
"A004930",5856
"A004931",5859
"A004932",5860
"A004936",5864
"A004937",5869
"A004938",5874
"A004941",5877
"A004942",5881
"A004943",5883
"A004944",5888
"A004948",5892
"A004953",5895
"A002880",6571
"A004482",6927
"A003779",8948
"A002932",9449
"A003302",10065
"A002126",10723
"A003288",10726
"A003458",10729
"A002817",10733
"A003666",10736
"A004032",10739
"A003037",10743
"A003617",10746
"A003140",10749
"A002555",10752
"A004566",10756
"A004073",10759
"A002585",10762
"A002042",10765
"A004062",10769
"A002500",10772
"A003510",10775
"A003591",10777
"A003940",10780
"A002508",10785
"A002255",10788
"A004087",10792
"A003310",10795
"A002373",10799
"A004311",10803
"A002796",10806
"A002588",10809
"A003982",10812
"A002002",10815
"A002080",10818
"A003562",10821
"A002136",10825
"A002307",10828
"A002812",10833
"A002293",10836
"A004886",10840
"A002052",10844
"A002363",10848
"A004644",10851
"A003092",10854
"A003676",10857
"A002138",10860
"A002007",10863
"A002510",10866
"A004862",10869
"A003063",10872
"A002747",10875
"A004254",10879
"A002034",10883
"A003936",10886
"A003891",10889
"A002764",10893
"A003044",10896
"A004068",10899
"A002954",10902
"A002836",10905
"A003970",10908
"A002503",10912
"A003481",10915
"A003910",10919
"A004623",10922
"A004660",10925
"A003106",10928
"A003923",10931
"A003981",10934
"A002556",10937
"A003726",10940
"A002828",10943
"A003009",10948
"A002745",10951
"A002947",10955
"A002102",10959
"A002448",10962
"A003949",10966
"A003962",10969
"A002423",10973
"A003800",10977
"A002261",10980
"A003592",10983
"A002065",10986
"A002773",10989
"A002023",10992
"A004129",10995
"A003058",10998
"A004171",11002
"A002489",11005
"A004655",11008
"A004371",11011
"A002365",11014
"A004641",11018
"A003180",11021
"A002721",11024
"A002107",11028
"A004611",11033
"A002000",11036
"A003706",11040
"A004202",11043
"A003691",11046
"A003491",11049
"A002162",11054
"A003612",11057
"A003505",11061
"A002841",11065
"A004200",11068
"A003659",11071
"A004542",11074
"A003511",11079
"A002454",11083
"A003806",11086
"A002927",11090
"A002595",11093
"A002525",11098
"A003033",11102
"A003448",11106
"A004912",11110
"A003974",11113
"A003602",11116
"A003509",11120
"A002815",11123
"A002777",11127
"A003937",11131
"A002621",11134
"A004207",11137
"A002491",11141
"A003314",11145
"A002395",11148
"A004552",11153
"A003598",11157
"A003315",11161
"A002272",11165
"A002670",11168
"A004198",11171
"A003796",11175
"A003076",11179
"A004263",11183
"A004128",11187
"A003581",11190
"A004558",11195
"A002093",11198
"A002057",11201
"A003889",11205
"A003683",11209
"A003327",11212
"A004064",11216
"A002603",11220
"A003604",11224
"A002475",11227
"A002402",11230
"A004935",11233
"A002955",11237
"A003424",11240
"A002348",11243
"A003900",11246
"A003515",11250
"A002583",11253
"A003105",11257
"A002797",11260
"A003744",11265
"A003846",11270
"A002116",11273
"A004584",11277
"A002483",11281
"A002084",11284
"A003635",11289
"A004005",11293
"A003383",11297
"A002633",11301
"A003073",11304
"A003102",11308
"A002397",11312
"A004395",11315
"A003991",11319
"A002020",11324
"A002730",11327
"A002041",11330
"A003585",11334
"A002881",11337
"A004232",11342
"A004269",11346
"A003096",11349
"A003572",11352
"A004470",11356
"A003025",11359
"A002548",11363
"A004647",11367
"A004290",11370
"A002191",11374
"A003619",11377
"A004947",11381
"A003258",11384
"A004951",11388
"A002073",11391
"A003024",11394
"A004177",11398
"A002982",11402
"A002336",11406
"A004039",11409
"A003609",11413
"A002321",11416
"A004391",11420
"A002150",11423
"A003001",11426
"A002527",11431
"A004449",11435
"A003641",11438
"A002039",11441
"A002370",11444
"A002286",11447
"A003381",11450
"A004888",11454
"A002856",11458
"A002060",11461
"A003367",11464
"A002174",11469
"A003901",11472
"A003422",11477
"A003016",11480
"A002047",11485
"A003426",11488
"A002252",11491
"A004698",11494
"A002638",11497
"A002640",11500
"A003324",11504
"A002288",11508
"A002173",11512
"A002943",11515
"A002092",11518
"A004316",11521
"A002028",11524
"A002290",11527
"A003117",11530
"A003124",11533
"A004885",11536
"A002934",11541
"A002320",11545
"A004831",11548
"A002142",11551
"A004580",11555
"A004468",11558
"A003555",11561
"A002198",11565
"A004266",11570
"A002294",11575
"A004370",11578
"A002051",11581
"A002725",11585
"A003145",11590
"A004634",11593
"A003169",11597
"A004210",11602
"A002168",11605
"A002106",11610
"A003344",11613
"A002202",11617
"A002690",11621
"A004338",11624
"A003941",11628
"A002393",11632
"A003376",11636
"A002428",11640
"A003276",11643
"A002119",11646
"A002616",11650
"A003563",11654
"A004001",11657
"A002811",11659
"A004766",11662
"A003416",11666
"A002853",11670
"A002170",11673
"A003929",11676
"A003882",11679
"A002687",11684
"A002372",11687
"A003610",11691
"A003042",11694
"A004909",11697
"A002010",11701
"A003880",11704
"A002559",11707
"A003177",11711
"A002918",11715
"A002799",11718
"A002919",11720
"A002075",11723
"A002447",11727
"A003353",11730
"A004597",11734
"A002139",11737
"A002011",11740
"A002579",11744
"A003888",11749
"A002229",11752
"A003141",11756
"A003413",11760
"A002133",11763
"A002318",11767
"A002657",11771
"A003059",11774
"A002360",11777
"A004913",11780
"A002591",11784
"A003725",11788
"A002087",11791
"A004578",11795
"A002152",11798
"A003784",11803
"A003656",11806
"A004502",11809
"A002434",11813
"A003062",11816
"A003887",11820
"A003477",11824
"A003012",11829
"A003425",11832
"A003931",11836
"A004669",11839
"A003958",11842
"A002045",11845
"A004430",11848
"A002048",11851
"A002460",11854
"A002461",11857
"A004023",11860
"A004223",11863
"A002661",11867
"A003395",11871
"A003924",11874
"A003571",11877
"A002221",11882
"A003827",11885
"A002999",11888
"A003886",11891
"A003701",11895
"A003892",11900
"A004598",11904
"A004910",11907
"A002435",11910
"A004758",11913
"A002989",11916
"A004731",11919
"A002514",11924
"A004205",11927
"A004519",11930
"A002153",11933
"A004386",11937
"A002774",11941
"A003465",11944
"A002920",11948
"A004346",11952
"A002016",11955
"A004517",11958
"A004093",11962
"A004217",11965
"A002404",11969
"A003544",11972
"A003942",11975
"A002339",11978
"A002416",11981
"A003158",11984
"A002037",11988
"A004699",11992
"A004481",11995
"A003765",11999
"A004843",12002
"A002479",12007
"A002473",12011
"A004686",12015
"A002518",12019
"A003475",12022
"A003960",12025
"A004887",12028
"A003296",12031
"A003633",12034
"A002008",12037
"A002563",12040
"A002813",12043
"A002409",12047
"A002144",12050
"A003781",12053
"A003525",12056
"A002259",12061
"A002317",12064
"A002118",12068
"A002396",12071
"A003842",12075
"A003165",12078
"A003552",12081
"A003419",12085
"A002319",12088
"A002114",12092
"A003176",12096
"A004637",12099
"A002364",12101
"A002913",12104
"A004661",12107
"A004183",12111
"A004246",12114
"A003318",12119
"A004145",12122
"A004665",12126
"A003011",12129
"A004813",12133
"A003244",12136
"A003907",12140
"A004615",12143
"A002760",12147
"A002592",12152
"A002077",12156
"A002729",12160
"A002086",12163
"A003745",12167
"A002367",12170
"A003445",12173
"A002187",12176
"A003263",12179
"A004838",12183
"A003674",12187
"A003665",12190
"A004176",12192
"A003396",12195
"A002702",12198
"A003863",12201
"A002459",12205
"A003405",12208
"A004282",12211
"A002315",12214
"A003895",12217
"A003769",12222
"A002877",12225
"A002388",12228
"A003524",12231
"A002366",12234
"A003171",12237
"A003099",12240
"A002275",12244
"A004006",12248
"A004705",12251
"A002184",12254
"A003850",12258
"A003905",12261
"A002046",12265
"A004410",12268
"A002157",12271
"A002101",12274
"A003100",12277
"A004411",12280
"A003400",12283
"A003255",12287
"A002757",12290
"A004143",12293
"A003906",12296
"A003350",12300
"A002509",12303
"A004399",12306
"A003564",12311
"A004693",12314
"A003173",12319
"A003359",12323
"A002962",12326
"A002498",12327
"A002334",12331
"A002775",12335
"A004475",12338
"A002251",12341
"A004648",12345
"A003917",12348
"A003116",12352
"A002347",12355
"A002354",12358
"A002211",12362
"A004540",12365
"A003959",12368
"A003452",12371
"A002887",12374
"A003956",12378
"A002987",12381
"A002458",12384
"A002282",12387
"A002933",12390
"A002858",12392
"A002505",12396
"A002470",12399
"A004275",12402
"A002956",12405
"A003020",12408
"A002442",12411
"A002019",12414
"A002876",12417
"A004537",12421
"A002838",12424
"A003611",12428
"A003000",12431
"A002891",12435
"A003029",12438
"A002271",12441
"A004238",12444
"A004462",12447
"A002436",12450
"A004574",12454
"A002329",12457
"A002040",12460
"A002421",12463
"A002466",12468
"A003013",12471
"A004267",12474
"A003833",12478
"A003108",12481
"A002834",12484
"A003107",12488
"A002006",12491
"A003041",12495
"A002110",12498
"A004546",12501
"A002078",12504
"A004776",12507
"A002931",12511
"A002969",12514
"A004330",12518
"A003778",12521
"A004516",12524
"A003911",12527
"A002071",12530
"A004638",12534
"A002830",12537
"A003975",12540
"A004169",12543
"A003015",12548
"A003489",12551
"A002444",12556
"A004168",12560
"A004020",12564
"A003246",12567
"A002490",12570
"A002698",12573
"A002196",12576
"A003028",12579
"A003508",12582
"A003689",12586
"A002384",12591
"A002677",12595
"A002646",12598
"A003918",12602
"A004308",12605
"A004934",12608
"A002332",12611
"A004907",12614
"A002018",12618
"A002349",12621
"A002524",12624
"A002930",12627
"A002452",12630
"A003019",12633
"A003209",12637
"A003501",12640
"A004467",12645
"A003548",12648
"A003093",12651
"A002203",12654
"A003007",12657
"A004072",12661
"A003662",12664
"A003233",12668
"A002055",12671
"A003858",12674
"A002022",12678
"A002693",12681
"A004015",12685
"A002889",12689
"A002083",12692
"A002214",12695
"A002063",12698
"A002146",12701
"A002789",12704
"A003444",12707
"A002158",12711
"A004855",12714
"A002494",12718
"A004840",12722
"A002810",12726
"A002120",12729
"A003594",12733
"A002265",12737
"A002212",12740
"A002208",12743
"A003228",12746
"A002291",12749
"A004503",12753
"A003342",12756
"A004239",12759
"A002190",12762
"A004645",12766
"A002790",12769
"A002735",12772
"A003250",12775
"A002117",12778
"A002711",12781
"A003990",12785
"A003360",12787
"A002607",12790
"A003762",12793
"A003280",12796
"A002845",12800
"A004170",12804
"A002528",12809
"A002098",12813
"A002026",12816
"A004159",12819
"A002513",12823
"A003387",12826
"A003192",12829
"A003118",12832
"A002770",12837
"A003967",12841
"A004708",12844
"A002988",12848
"A003718",12851
"A002850",12855
"A002285",12858
"A002270",12861
"A003884",12864
"A002564",12867
"A002096",12870
"A002806",12873
"A002907",12877
"A003950",12880
"A003241",12883
"A002429",12886
"A002602",12889
"A004836",12893
"A002970",12896
"A002062",12899
"A004555",12903
"A002580",12906
"A002754",12909
"A002570",12913
"A003038",12917
"A003095",12920
"A004414",12923
"A002791",12926
"A003679",12929
"A002471",12932
"A003980",12936
"A004111",12939
"A004490",12942
"A002993",12945
"A002403",12948
"A002893",12951
"A003523",12954
"A003181",12958
"A004551",12961
"A003608",12965
"A002064",12968
"A002104",12971
"A002543",12974
"A002054",12977
"A002337",12980
"A003847",12984
"A002656",12987
"A002517",12990
"A002923",12993
"A003951",12997
"A002368",13001
"A003930",13004
"A002519",13007
"A004008",13011
"A002714",13014
"A002553",13017
"A004457",13021
"A002201",13024
"A003498",13027
"A004849",13031
"A003841",13034
"A003570",13037
"A002303",13041
"A003453",13044
"A003539",13048
"A002680",13051
"A002267",13055
"A002297",13058
"A003312",13061
"A004916",13064
"A002515",13068
"A002814",13071
"A002283",13075
"A003643",13079
"A002029",13082
"A003055",13085
"A002331",13088
"A002939",13091
"A002728",13094
"A004594",13097
"A003618",13100
"A003446",13102
"A003873",13107
"A004059",13112
"A003335",13115
"A002167",13118
"A002921",13122
"A002465",13125
"A002576",13129
"A003087",13132
"A002314",13136
"A004657",13138
"A002599",13141
"A003575",13143
"A004007",13145
"A002109",13149
"A002121",13152
"A003894",13156
"A002751",13159
"A002839",13163
"A004021",13166
"A002199",13169
"A002950",13173
"A002061",13177
"A002566",13180
"A003968",10716
"A004949",13183
"A002805",13186
"A004592",13191
"A003767",13194
"A002886",13197
"A003464",13200
"A003945",13204
"A004212",13208
"A002374",13212
"A002699",13216
"A002237",13234
"A004090",13267
"A002985",13296
"A002340",13342
"A004483",13433
"A004484",13438
"A004425",13462
"A004274",13514
"A003757",13522
"A003047",13539
"A003647",13598
"A002485",13644
"A002484",13648
"A002469",13653
"A002186",13682
"A002496",13690
"A002407",13701
"A003053",13704
"A003206",13707
"A004777",13714
"A002683",13773
"A003830",13791
"A003190",13844
"A003252",13846
"A002183",13856
"A003677",13897
"A003030",13910
"A003341",13915
"A003065",13920
"A003266",13955
"A002405",13970
"A004320",13999
"A004575",14026
"A003859",14041
"A004640",14049
"A002401",14065
"A002782",14068
"A004106",14080
"A002849",14082
"A004027",14131
"A002554",14179
"A004057",14182
"A002938",14218
"A003010",14250
"A003401",14281
"A003054",14288
"A003741",14338
"A003457",14384
"A002793",14418
"A003149",14519
"A002922",14544
"A002963",14584
"A002975",14595
"A003354",14637
"A002651",14650
"A002586",14671
"A002749",14705
"A002694",14707
"A002014",14756
"A002456",14824
"A002925",14850
"A002647",14861
"A003429",14950
"A003089",14971
"A003070",15010
"A003068",15015
"A002912",15108
"A002972",15144
"A002973",15149
"A002645",15172
"A003603",15184
"A003630",15246
"A002623",15271
"A002526",15323
"A002844",15379
"A003637",15449
"A003652",15558
"A002352",15569
"A004048",15622
"A002802",15687
"A002803",15691
"A002795",15712
"A002794",15716
"A002140",15946
"A003438",15958
"A003624",15967
"A002868",15971
"A002788",15983
"A002787",15984
"A004407",16063
"A003661",16064
"A002474",16067
"A002610",16083
"A003064",16120
"A004315",16123
"A003519",16125
"A002890",16208
"A002738",16220
"A002758",16228
"A004663",16236
"A004819",16265
"A004820",16288
"A002427",16336
"A002750",16374
"A002609",16420
"A003440",16477
"A003441",16479
"A002829",16482
"A003040",16553
"A004245",16557
"A003435",16560
"A002547",16579
"A004281",16608
"A002847",16654
"A002233",16658
"A002415",16661
"A003667",16668
"A004508",16672
"A002557",16716
"A004256",16781
"A002831",16811
"A002732",16902
"A002281",16921
"A003188",16943
"A003507",16956
"A003291",16958
"A004662",16973
"A004296",17046
"A002539",17222
"A003644",17311
"A003075",17455
"A002780",17502
"A004534",17549
"A003072",17572
"A002686",17584
"A003442",17605
"A003622",17620
"A002128",17650
"A002800",17775
"A004081",17780
"A002537",17797
"A002536",17806
"A004586",17831
"A002878",17899
"A003672",17953
"A002507",18026
"A002926",18077
"A002497",18084
"A002974",18140
"A004465",18170
"A003432",18273
"A004036",18286
"A002581",18345
"A002818",18378
"A002654",18391
"A003702",18412
"A003651",18504
"A002257",18523
"A002715",18548
"A002521",18567
"A002431",18616
"A003046",18624
"A003685",18669
"A004313",18675
"A003660",18710
"A003468",18732
"A002311",18743
"A002967",18746
"A002584",18766
"A003129",18833
"A003088",18843
"A004605",18862
"A002433",18900
"A003813",18972
"A002598",19052
"A002655",19096
"A002767",19103
"A002220",19106
"A003759",19136
"A002558",19144
"A002342",19149
"A003115",19181
"A003039",19212
"A002998",19220
"A002573",19226
"A002488",19230
"A002959",19243
"A003664",19250
"A002960",19253
"A002906",19262
"A002910",19273
"A002851",19332
"A004091",19337
"A003758",19371
"A002594",19386
"A003774",19404
"A003050",19411
"A003947",19421
"A002902",19444
"A002530",19453
"A003556",19488
"A002230",19509
"A002833",19554
"A004283",19609
"A002231",19610
"A003818",19617
"A002951",19642
"A002544",19723
"A003852",19832
"A002842",19914
"A002596",19947
"A003197",19980
"A002326",19998
"A002200",20030
"A004101",20045
"A004394",20077
"A003554",20080
"A002587",20261
"A002861",20266
"A002701",20320
"A004518",20346
"A003615",20373
"A004278",20398
"A002909",20400
"A003669",20462
"A004385",20509
"A003462",20548
"A002383",20552
"A002949",20602
"A003935",20624
"A003437",20676
"A003640",20690
"A004639",20707
"A004469",20843
"A003547",20859
"A002300",20883
"A002391",20902
"A004258",20908
"A002236",20911
"A003559",20960
"A002305",21014
"A002263",21025
"A002298",21028
"A002299",21037
"A002713",21050
"A002905",21061
"A002446",21137
"A003346",21176
"A003069",21186
"A003557",21216
"A002986",21218
"A003649",21228
"A002779",21236
"A002941",21304
"A002883",21327
"A002679",21365
"A002944",21415
"A002131",21514
"A004272",21540
"A004298",21591
"A004300",21595
"A004299",21599
"A002445",21649
"A002871",21724
"A002663",21727
"A002660",21804
"A003081",21844
"A003771",21858
"A003120",21867
"A002692",21889
"A003460",21891
"A002992",21897
"A002296",22059
"A003658",22156
"A004614",22204
"A004512",22213
"A004362",22288
"A003623",22315
"A002358",22349
"A003964",22372
"A002625",22414
"A002552",22422
"A004703",22464
"A004292",22520
"A002626",22552
"A003952",22604
"A003671",22625
"A003208",22666
"A003051",22698
"A003153",22714
"A002151",22728
"A002522",22733
"A004892",22740
"A002353",22754
"A002248",22759
"A003953",22773
"A004616",22792
"A003678",22824
"A004276",22855
"A002437",22889
"A003670",22899
"A003646",22906
"A003048",22985
"A002486",23061
"A002487",23062
"A002781",23123
"A002457",23171
"A004601",23175
"A002642",23209
"A002643",23215
"A002892",23266
"A002976",23283
"A003973",23307
"A002882",23316
"A004045",23351
"A004433",23352
"A002129",23360
"A003138",23439
"A003595",23452
"A004513",23480
"A002816",23521
"A002980",23560
"A002911",23619
"A003454",23635
"A002978",23653
"A002708",23661
"A003516",23675
"A002712",23686
"A003946",23733
"A002659",23752
"A002217",23757
"A004692",23760
"A004285",23923
"A002696",24049
"A002506",24160
"A004604",24183
"A002874",24194
"A002068",24233
"A002996",24362
"A004294",24368
"A003922",24375
"A002649",24382
"A002733",24420
"A002414",24423
"A004690",24427
"A003636",24430
"A004691",24439
"A003621",24464
"A004114",24475
"A003867",24499
"A002778",24515
"A002697",24575
"A003989",24577
"A004288",24593
"A003186",24642
"A002688",24648
"A004626",24670
"A003878",24686
"A003097",24691
"A004504",24710
"A003944",24825
"A003638",24860
"A002695",24906
"A002308",24909
"A002309",24912
"A002873",24945
"A002551",24984
"A002549",24990
"A002703",25013
"A002879",25049
"A002997",25156
"A002827",25182
"A002826",25184
"A003123",25196
"A004583",25217
"A003060",25246
"A002653",25272
"A002837",25275
"A002137",25289
"A003021",25405
"A003616",25409
"A002798",25491
"A002667",25498
"A003031",25566
"A002924",25653
"A004251",25665
"A002608",25673
"A002430",25696
"A003879",25739
"A002958",25746
"A002888",25788
"A002916",25793
"A004250",25828
"A004359",25879
"A004107",26132
"A002381",26159
"A002740",26173
"A002983",26303
"A003632",26308
"A004146",26316
"A004336",26351
"A002991",26373
"A004821",26388
"A002088",26392
"A003490",26435
"A002766",26534
"A003979",26546
"A003225",26578
"A002561",26594
"A004398",26602
"A002942",26633
"A002709",26640
"A002495",26650
"A004257",26666
"A003560",26779
"A002578",26786
"A002952",26815
"A002700",26880
"A004624",26885
"A002210",26888
"A002755",26891
"A002218",26899
"A003082",26942
"A003787",26944
"A004247",26961
"A002569",27035
"A002820",27096
"A004097",27143
"A004573",27150
"A002870",27211
"A002785",27259
"A002256",27355
"A002648",27373
"A004654",27418
"A002531",27423
"A002914",27442
"A002727",27460
"A004688",27466
"A003976",27525
"A003626",27542
"A003627",27544
"A002971",27549
"A002323",27553
"A002003",27659
"A002004",27660
"A002005",27661
"A002025",27662
"A002056",27665
"A002059",27667
"A002070",27671
"A002081",27674
"A002082",27677
"A002094",27680
"A002112",27684
"A002141",27685
"A002148",27687
"A002159",27690
"A004113",27691
"A004329",27692
"A002172",27693
"A002325",27694
"A002328",27695
"A002627",27696
"A002862",27697
"A003128",27698
"A003484",27699
"A003820",27700
"A004098",27701
"A004115",27702
"A004117",27703
"A004118",27704
"A004119",27705
"A004120",27706
"A004121",27707
"A004123",27708
"A004144",27709
"A004307",27710
"A004314",27711
"A004318",27712
"A004332",27713
"A004368",27714
"A004372",27715
"A004373",27716
"A004374",27717
"A004375",27718
"A004376",27719
"A004378",27721
"A004379",27722
"A004380",27723
"A004381",27724
"A004382",27725
"A004383",27726
"A004384",27727
"A004387",27728
"A004421",27729
"A004428",27730
"A004441",27731
"A004479",27732
"A004485",27733
"A004487",27734
"A004498",27735
"A004507",27736
"A004510",27737
"A004527",27738
"A004538",27739
"A004567",27740
"A004585",27741
"A004589",27742
"A004600",27743
"A004632",27744
"A004635",27745
"A004715",27746
"A004759",27747
"A004764",27748
"A004765",27749
"A004770",27750
"A004771",27751
"A004780",27752
"A004794",27753
"A004802",27754
"A004834",27755
"A004919",27756
"A004920",27757
"A004921",27758
"A004939",27759
"A004945",27760
"A004946",27761
"A004954",27762
"A002189",27766
"A002219",27768
"A002225",27770
"A002227",27771
"A002228",27773
"A002234",27776
"A002242",27779
"A002244",27783
"A002250",27784
"A002269",27785
"A002301",27788
"A002304",27789
"A002306",27790
"A002330",27793
"A002341",27796
"A002344",27798
"A002378",27800
"A002418",27805
"A002432",27806
"A002439",27807
"A002449",27809
"A002467",27812
"A002468",27815
"A002477",27818
"A002478",27821
"A002511",27826
"A002541",27829
"A002546",27830
"A002560",27831
